,summonerName
32,UNARMED LEONA
33,OAlive
34,zauzy
35,Def BunasılFlow
36,PizzaMaster
37,XxProCaTxX
38,6th Girls sense
39,Hovda
40,M0ngata
41,Señortaco
42,Alexander Wang
43,kaktus1
44,PedoPedel
45,DizzyKing
46,StarStruckz
47,jêromê
48,Valor is Coming
49,TimSCik
50,Coppa04
51,Oo I Love Jul oO
52,ZDalvik
53,r u cereal17
54,I3luex3
55,elbokeronfanboy
56,Bowaq
57,one black man
58,FantomHif
59,MorrisMaster1
60,BooHoo91
61,Satyrabgrund
62,Babakuky
63,Kommodo
64,ÆmREBeY
65,reneoss
66,Maurice is Noob
67,GanjaMan02
68,LuciferIsLove
69,Lapfi
70,4ykuT
71,UreLikeEveryone
72,Ruphas Mafahl
73,xTheKartoffel1
74,AVENGEREE
75,KINGDOM OF CHAOS
76,Lord Of Feed 69
77,CcCFurkan
78,oblsf
79,Fizz or afk
80,ANHTUAN98
81,r6d9
82,InFajaWeTrust
83,BR1 RAKAN
84,Niki324
85,TheWuking1
86,patulalulav2
87,Mister Mjao
88,FlashMyLanter
89,Letme AFK
90,LaLiLunar
91,guillegalve
92,NiezłyAlbanczyk
93,AP Ríven
94,néo Père castor
95,Nö öne
96,Sâpoto No Dokutâ
97,Ares ªˇ
98,Nickledion
99,Luana12
100,Ofjuuu
101,YummiHD
102,ALSEN Veggie
103,EMERYY
104,BackToTheRelease
105,DerDomeNA
106,LazyOyster
107,TextaGame
108,9B4DB0Y2
109,ForgottenÊxile
110,Maarten214
111,Adële
112,D4RSMURF
113,ZwaNnz
114,Legendary Rumble
115,Death13n2
116,ElditoreHD
117,AmmarL
118,nikel der große
119,lRav
120,Lirettee
121,snipermc100
122,buttaceiguanti
123,IF8 DreamBoy
124,Henuz Vlad
125,ADC was dead
126,math04ThePro
127,lxlKakashi
128,AlexAlex498
129,draven thz best
130,BrummBeear
131,Killyurself
132,ZitouniDZ
133,Avacyn333
134,Gabbyto
135,sous10
136,C4Z01
137,dark wolf76
138,Rei Ickaro
139,Temperslaze
140,AjandroMLG
141,ERF23
142,Kσgan
143,BiuBiuBlue
144,Hollendsted
145,MrArxer14
146,hi im azazel
147,SPeedyZoZo
148,RRampageE
149,TrustTheMotion
150,KeusTv
151,Satanismus
152,MgLaSorroW
153,Nessuna pietà
154,CelmiMiller
155,TheCherub15
156,2Pac ft Ice Cube
157,FoolsId0l
158,Big Bad Bard
159,Axept
160,desolé mec
161,Madame Pigeônne
162,lIPYKEll
163,Schussel
164,Orvokki241
165,3cn3xaM
166,LuxLovêr
167,iokal
168,Gyoza
169,Raptyde
170,UnaekTryharder
171,LetalswordD21
172,thegamerproEU
173,Aaron333
174,Tatsùmì
175,ButterBirne16
176,Akkaaii
177,Naawd
178,xxxnevirxxx
179,Her Vayne
180,Again Mattia
181,DøubÌeH
182,AlwaysDrunkToWin
183,ADULAO
184,Patron Army
185,SunnyCot
186,Mr MasterChief
187,Gravity Diamond
188,EkkoUsedOneshot
189,Yoodax
190,Gorgonzalez
191,KenjiShigeaki
192,Dziki Tomaszek
193,efadtd
194,Nroove
195,KKvM
196,Croqueta FanBoy
197,Legendryvampire
198,Iscot31
199,Mazalli
200,MAIRKAI L7WAY
201,JisheurPro
202,Evil1nf3ctor
203,GFate
204,StevieBear117
0,Kid Poker
1,Magnıfıcant
2,Engvvn
3,Marius Mihai
4,how to eat kebab
5,Hairy Asol
6,FisMinisteren
7,Mukspeikko
8,FFK Piccaboo
9,Ecklbro
10,A cotton plant
11,Skuupi
12,Trick to S
13,Kitkatpeople
14,Frosty Ron
15,zebber1104
16,Linalbina
17,Encanisa
18,Hextech Bullet
19,acoustic donkey
20,SOE Hashish
21,JKingpk
22,EnJhineer2Axes
23,Straaand
24,MiguelB
25,Im adc main
26,Vichousi
27,iTata
28,HDE Hazar
29,foreff
30,Only  AP Reng4r
31,Jo01
32,gaahlie
33,pLEEseGank
34,movetoscuttle
35,Mejnun
36,Que Ascø Døy
37,HarBolletDinFar
38,Akameta
39,Hide on Siles
40,StopTeemoPls
41,Ezarys
42,WàZe v2
43,chui pétrologue
44,cocol4sticot
45,Waıt
46,MR Tek HücreIi
47,Sakurasawa
48,Walgore999
49,VadlaBoi
50,agorama
51,Feels Vayned M8
52,Sunburstzor
53,MarufMIRO
54,LeeSinisBoosted
55,K0mpY
56,WardLivesMatter
57,ÔTP Rîvën
58,H3nce
59,DievasTRG
60,klervenus
61,DahmX
62,Niqqan00b666
63,Gygr
64,PKP Snow
65,ArKaDaTaˉ
66,TheFieryMonk
67,TayneVlLT
68,Redfïre
69,Sava ty gonduras
70,bloomerface
71,KaysorSmurf
72,libeloula123
73,flawlessHeadshot
74,Dive No0ThinG 
75,MORTHKAISER
76,ionlythresh123
77,NeoNOzzY
78,keksiplayer
79,ItsTixel
80,Kenjı
81,K1TTY
82,Grilled Parsnip
83,Perrito asustado
84,Isolati0n
85,Ožka
86,Nvict
87,JáJá Tem Mais
88,TheWhiteLegend06
89,icemanCDMT
90,Mentholée
91,aleix4444
92,THB Sova
93,Dyrus Beast
94,Sol0Fox
95,TDV Bomba
96,Saiaku adc
97,Hisoro
98,Impácts
99,Aldana69
100,HandicappedJung
101,AliEghbal 1
102,Schminion
103,MAYOADCQT
104,GokkeDyrett
105,AUTOFILL RIVEN
106,RuneScape OS
107,HN Morpheus
108,BraveOpossum
109,wojtek17
110,xHeyimmvp
111,Infurnii
112,m4kOnkY
113,Animeks
114,NlCE SHOT
115,MuchW0wSuchSkill
116,The Dream Is Up
117,salmidanach74
118,Tease To Please
119,Azaleya
120,KrakarOG
121,Vanbilderasss
122,Lulublamp
123,PotentialGaming
124,rezas03
125,jobbet
126,dennisolp12343
127,Skayis
128,The Jumpscare
129,GSTOP
130,Ninja Shôyo
131,titsandbuts
132,Riyul
133,KaNeKi       0
134,Cheese Eater
135,SituationalJokes
136,inte ens donken
137,TeedyTeddo
138,DerSuperSchlinge
139,TerryBogard7
140,AnimeTittyExpert
141,Fyuututeruu
142,dewhykay
143,Trust flex
144,Pixelchampion
145,HIRÇIN
146,Tryndaerem
147,RafaelBVB
148,Palamedes1830
149,Chewierwizard76
150,Odamori
151,fiftycent
152,WatchOutImKamil
153,WATTAFAK QQ
154,DM Harvey
155,OnlyDiarrhea
156,Shistuke
157,xKrraker
158,xKìtø
159,Whizma
160,BaNdiCøØt
161,arifibimat
162,PRIX NOBEL JGL
163,SStubbis
164,ChuisUnBaton
165,Krejzi0
166,Cikalovac
167,Roathaasin
168,SMN REKAF
169,Harduzki
170,Full AP Lysithea
171,Septik iz BK
172,ElyA 7
173,princessparadise
174,Str0umfostrange
175,XD all vs yasuo
176,EzBarraza
177,Almutena
178,Ecl1pt1c
179,XxxKiraxxX
180,W00LFee
181,ReconGr
182,Miserαble Life
183,boulam3a 13
184,askxs
185,TheDiionisus
186,DedePiotras
187,Bard Le Déglingo
188,RoyRoyal
189,pëpëga
190,365 FRESH
191,Magnecruel
192,GoldenSlams
193,Auron011
194,ShiftToWin
195,cherrymcgerry
196,pernasty
197,Nyxfire v2
198,KxnFetti
199,Ez Bezi
200,Platinkerze
201,PhantomToast77
202,WinterAI
203,Sliiep
204,Faıry TALE
0,mattienijland
1,HZz Turco
2,Darkwarrior
3,WOLVERINEEE
4,GoagoreZED
5,C9 xaLo
6,Unreachable Just
7,3vIldEvIl
8,Bladeless
9,A Dona do RATO
10,redtoine
11,Nigthsigh
12,Ünlucky
13,HTC9
14,vLecheFrita
15,LORD CELEBORN I
16,mallet123
17,lloullou11
18,TheStoryGames
19,Rectooz
20,DaRk55xD
21,SupHermannn
22,Samulay14
23,ÐOPPIÆSSE
24,Taclygary
25,tirannorex1209
26,CoBBaNLf
27,PegorGOD
28,Mazikexn
29,iZunLeK
30,Eritmus
31,mendelito
32,erenyeager2
33,AmmOuie
34,emfollotaeuga
35,Carliñas
36,xXhamzalcXx
37,RemasteredTop
38,XxDarkNeoTyquexX
39,joelvski
40,Gawal
41,Soozin
42,ElPedropaHD
43,Colonel Bot
44,BesTYasuoGg12
45,Hades ψ
46,kittc4t
47,je KaRy32
48,DAFTSKWRL
49,mansana
50,ISMICH
51,DarkYasuoKiller
52,UdriMusic
53,Gilgamesh100
54,KRrOokLaPomme
55,kirikuto
56,ShenMeNude
57,ClickPlay1226
58,TheeW0lf
59,JinGaming
60,Paran0id90Psych0
61,LenoxStrange
62,altair2988
63, a pris mon âme
64,Duca
65,Pissgat 
66,klyum
67,xxxNYXxxx
68,raspbe
69,miladhasan021
70,Fir3play
71,ILoveCarpet12
72,QLLET
73,FynNight
74,Zazon Fighter
75,DawnOfWarr
76,Gimlie03
77,EpicDarwiN
78,FenixAER
79,Fiaro3333
80,TheKingBroDS5
81,MakeAwish001
82,DragonHunter190
83,IIIIILeweyIIIII
84,kou11
85,GriN Marihuana
86,Isabeltpl
87,DustiBawls
88,jonhcena135
89,Benutzer4
90,ThIGrAbUnKnOwN
91,Leoncp2002
92,Pakramish
93,PneuMan
94,FireBoltEst
95,DreamRunner123
96,Wolfing13
97,RVG Jamais l un
98,SlimKiller64
99,3GODLIESALL3
100,Cubba2010
101,loosalotplayer
102,Talos09
103,garmanarmanarg
104,Arturo566
105,EternalTactics
106,SetrocYT
107,TeemoTrickster
108,BsK Mul4nd3r
109,JustTif4Life
110,Engelgedanke
111,Trambolik14
112,DZsuper1234
113,Only the 5 acc
114,TheBlueDevil85
115,SatoraHime
116,IkerSMZZ
117,leag7890
118,Kagami1994
119,Spy Teemo
120,6chinese6woman6
121,Joan121212121212
122,TyMac23
123,JaCaRu02
124,JfK8899
125,Jule das Egril
126,CholeBoutoum
127,NirvanaReborn
128,dudolfje
129,vinvin0522
130,lock21
131,Santosbr2
132,Warter
133,Xanghi
134,LATTE TRENTO
135,su1n3G
136,BAGDAR
137,Claxxer
138,DEATHBOY10
139,WASPWASABI
140,noroshima12
141,dalurayo
142,Miazrael
143,CELOPEELO
144,xSynthesis
145,Pina76334
146,IrisLaW
147,Crusty Salsa
148,iu44
149,ThePois0N
150,Fir3Starter91
151,UnfireBird
152,Thunnderx
153,Nippeltwistér
154,Santosbr
155,ImProdex
156,MagicoPixelo
157,SilverGustav
158,Zlalex7
159,LulaMeh
160,Jxxmes
161,Pr3vent3r
162,U66Y
163,NILUCO44
164,LordDarkStark
165,FORTHEWINNER420
166,ISuckZed
167,20leirbag
168,Fyrebw
169,Chibibo
170,färg
171,JohnDosCenas
172,Nicekhra
173,ımaqtpie
174,Pünisherz
175,RasenShurik3n
176,taliban molvi
177,SpartacoTkstiga
178,RModder
179,IMilkshakeI
180,CSahcene
181,biunbiun
182,Fabio636
183,swekingkiller
184,Frolint Master
185,Omajinai
186,peggitha
187,Arkamkin
188,SpaceSepia
189,chyuka
190,BernatXDXD
191,HeroFistShadow
192,Judzin1337
193,abod506abod
194,Atanas24
195,DaksBeer
196,SmeagolMinaj
197,ArkoBlast fr
198,Ninjageden007
199,BBerry1410
200,Menteh
201,BlindEUWLee
202,AndreasKolez
203,MithrandirOlórin
204,Crøwnie cløwn
0,NoobsBetterRun
1,SenpaiFox
2,SpoelS
3,xXgame of IIIM6x
4,bu hendy
5,sebbelinDK
6,WOLFkingdk
7,High Elo Smurf
8,nightooi
9,davaroglan
10,JudoQ8
11,xBiMaSx
12,GradderS
13,LoneWolf974
14,TheWinnerGammer
15,SparkzSlayer
16,Kün Togdı
17,dushantmahey
18,TheHellBlack
19,green devil wolf
20,sal3oss
21,mortellune
22,Sínístra
23,athoxs
24,Raamen14
25,franxon
26,pamidora
27,veimund61
28,alooxis
29,hodenkobold0800
30,Nini El Moko
31,Clumsyyy
32,BoBack96
33,Crohiona
34,Karito
35,lbenj06
36,Katekato
37,hhekaa
38,Duke Arntsen
39,hevan
40,Eastiannany
41,Giginco
42,WhoIsThatgraves
43,javitosan
44,MarFlex2613
45,FNC SkyOfNight
46,Mifflin
47,lord hamood 1
48,Hewn19
49,borguii
50,Dusty1990
51,Frething
52,ThatsMyQueen
53,yRaqe
54,Maghura
55,fery8chelsea
56,iTzEaster
57,Antivlizar
58,Sxzzy
59,bast805
60,Lucaryans
61,akrosnike11
62,Arab Myth 
63,Tremegamer
64,Artem Molniya08
65,DexonLp
66,xWhyB
67,Sbas7on
68,Perrechiña
69,Ivoryy
70,Fist Me Ulla
71,SyrRockU
72,OwlsWillTakeOver
73,GibbsGazz
74,SCOSA
75,W4TD03ST33M0S4Y
76,1Valeeentin
77,bezzator
78,Cognaccc
79,PKGalac
80,Lad0g213
81,pain778
82,LoLpenta5
83,athena53
84,BlaqPqerl
85,KiG05
86,Ayas0
87,TheDesssert
88,Nonimon
89,msterslayer
90,najout72
91,Mnémosyne
92,GrimboYea
93,JAVIPALOCHINO
94,WooWoo69
95,kingsowon
96,jaddy07
97,WUCKFAVEZZ
98, LiKe R0cK StaR 
99,Spinnerratz
100,OROMISDELTA
101,funkybetina
102,SkyrexIsou
103,DriftKing80
104,volkanmagjeder
105,williareke
106,CreepERROR
107,Horsman
108,SnowAlex97
109,Cragblade
110,bimba molesta
111,Mhx4
112,MrDiamondXD
113,Riii1
114,TheSleepy04
115,lanshell77
116,RoXoct
117,Harpyja
118,DontkillmeVIII
119,DewRagSam
120,floocoon
121,MaDGuybrush
122,Jasmine1945
123,didacfaker
124,INico Nico NiiiI
125,Masamuneshizume
126,SoullessPickle
127,Atom Iskender
128,AnderssoN1
129,calle18
130,24Julius24
131,Af0nsco
132,sami1999co
133,D0pebwoy
134,shukata
135,thomate83
136,Viroking
137,ToniTuete
138,boby1315
139,BashGames555
140,autoCarrY99
141,Laatti
142,IR Matin80
143,Yeaaahhhboooiii
144,HideOnCartagena
145,itsFainZ
146,sanastas
147,UsamaZID
148,C0ntrolink
149,lothbrok ou55ama
150,Dapon Strildo
151,davidbionicPT
152,martinargi14
153,iduntfucwitu
154,Vadjalane
155,getDunked t1
156,joseka05
157,Maeuj
158,Limehey
159,PlatzPatronPaul
160,pausito02
161,shihab6
162,TergPro
163,Moguhlante
164,BenHB
165,DrSimosion
166,Saïterrib
167,SethIm
168,Inunaki
169,Mazequinn
170,BulldoZer D9
171,BananaJoye
172,Mpape
173,Fear Da God
174,nasrallahJM
175,Mercur02
176,Siplur1
177,Battlefox
178,Konyrad
179,franjavie1
180,GunnerJL
181,Xxsaif23xX
182,Spartiate244
183,D0ubleDeft
184,ma7amdddddd
185,Oscaralex
186,Kahvinkeitin31
187,PolPun
188,xXGIORDIXx
189,tpp03tpp
190,elCidPoleador
191,ON17
192,hyrulelink38
193,F3dex33
194,DANIELEANCONA
195,MrMenolas
196,randomJan1
197,bodyzayed
198,LGD Stryker
199,VZTTV
200,Constandse
201,blcksmle
202,kadirshen
203,Simokurapika
204,OnlyPress EGirl
0,noximyth
1,xHARAMx
2,Conquerorus
3,AM PL4x
4,TheNOOB98800
5,Karalyzed
6,Ziwro
7,GGPhreak
8,Detrucci
9,Justerini
10,Alatac
11,SR9726
12,JerryLeps
13,Slav CEO
14,422m
15,LowNONHashiHD
16,Real Franken 
17,JUKE leaving
18,Asesinoguille49
19,xKilluå
20,H2k Filsok
21,Biwoe iYD
22,mekkawy 22
23,zet497
24,namtagj
25,SomeHardNipples
26,Norman1411
27,JVeni
28,Bernardo2002pt
29,hr0x0
30,Angel öf Death
31,Botlane34
32,KingLP09
33,ShainaXKalissu 
34,El Gran Correa
35,IF8 Alexandre
36,DarkGhostAliance
37,Fibeu
38,Silverskale
39,NewsorR
40,ErTropi
41,samugetta
42,darkenergie14
43,PinguinoArmato
44,YMSword
45,SimoGaming
46,AinzOoelGown
47,Laof
48,MancoAntoni
49,CoinFlipSave
50,MattmadorGame
51,Sword Of Heroes
52,Sallami
53,Roller436YT
54,XTRi NdA MeReX
55,Matster64
56,testasto testoo
57,DeathCape
58,WarFire38
59,measdasd
60,beesareoutthere
61,Pyiin
62,NinjaUnijambiste
63,chado fig
64,SerocFox
65,MissCinderella
66,GolD Might
67,xetares
68,Chulord
69,ShyrøZ
70,Arnoze
71,xBlackDafnex
72,Brasilienwille
73,TheDes889troyer
74,Funédo
75,MTarek97
76,ArcticMoon
77,GroKeN1
78,ryuk31999
79,mambo52
80,LuneOfSoleil
81,Draxlearnı
82,Xarvers
83,FRKZ
84,MoonlightSparrow
85,Thom4sto
86,LukegamingTV13
87,AiinZ ModZ
88,Luigi026
89,ZEUSPC3
90,mabelettedeluxe
91,xPica3
92,DSS 2Koenzz
93,IsaGotPasion
94,ResisTenciaK
95,ihlerbyskov
96,Skdesnjosealnexo
97,Yosking
98,MrMeeseeks09
99,2ndloki
100,AriaThea
101,Everbiokdo
102,Haruhiko kun
103,BiG WoFLgUy 
104,TheDivineFury69
105,Yung JPSalt
106,Tixkster
107,Maitre dragonne2
108,TheZohan02
109,naoko0sora
110,chein111
111,midowillcarry
112,secret karma
113,Acorncheese
114,maximinion99
115,UndergroundSun
116,Sasperdm
117,LordNorgoret
118,ikazuN
119,Balester53
120,Marc888888
121,BabaBard
122,eetussa
123,TirNaNög
124,wuachichurro69
125,AnPlaCo
126,Mirixlol
127,LordRuin
128,EILERTSEN
129,Jagharlitenpp
130,Alteraa
131,Bekyla
132,Kaile46
133,m4ss4cre990207
134,sharkneido
135,ASASHIN11
136,peleila03
137,n0sale
138,ElSebosillo
139,ipkisas
140,ˆAiriˆ
141,ISR Sonix
142,akajonas
143,boyka  houssem
144,goldenara
145,RowdyFewer
146,Jungler Otaku
147,MrPlauge
148,MattMurdok1993
149,Bayron XD
150,hefetz
151,imabadyi
152,KELELIOS
153,RivenCanEvenSupp
154,bullgym102
155,txm0n
156,gguwe
157,DarkinMaiden
158,Rulillo
159,SAKA YAPANN1
160,Barfry34
161,Wolfkss
162,KayLoRzZ
163,CT AlfaK
164,JugoJugovice
165,kpn93
166,pyllo diaS
167,woppelele
168,Ya Sànsgod suO
169,Stormagetton
170,katalam01
171,MarksmanReformed
172,DAYOSHOPAY
173,Țaric
174,RazzItBro
175,Dawid667
176,Fallen Paradox
177,moadf15
178,Igothreenips
179,ðÓð
180,dripX
181,1HRNIKyno
182,storm715
183,0YouCan SeeMe
184,Rhinox25
185,Xiang888
186,Limaspermee
187,GhostXCL
188,Camilateur
189,YamaîKaîtô 
190,IM FCKING SEXY
191,PoweRZuzu
192,Baguette6000
193,IamAchileas
194,Dromeosauria
195,JeanMarieBigard
196,KarmaOGs
197,Crawler18
198,Klondike74
199,Head hunter 077
200,Deglation Nation
201,kinghdomlord
202,Anthophilâ
203,Ćhicken
204,Tanrebs01
0,Mesh AS 
1,Joker of Jukes
2,Mr Muminex
3,Inexprimable
4,Neemoo
5,BloodAngel
6,erfank
7,Allahım Ward Yok
8,Pmate01
9,Pixie Fairy
10,Chamyy
11,Frog the Thunder
12,SOUPorter
13,Mokkajave
14,Gåslars
15,ZeraksDownfal
16,MrGiggelson
17,AlexanderBuus1
18,Maple tan
19,Sc21
20,ja tu wymiatam
21,KoDeyMilkovich
22,micogo15
23,Kakushi buredo
24,REPORT THIS JGL
25,TryXr
26,ErVerdulero
27,urgotgaren
28,dkkid00
29,King Yassuo
30,LivingLegolas
31,DeathDevilEvil
32,NatsuDragneelM
33,ur2small
34,MollyNator187
35,zAlexNauts
36,Tsuna76
37,Power Ups
38,yy214
39,FAROUK  SE
40,Blayn89
41,DannyDinis
42,kinggrivous
43,Palaro
44,Thebronze78
45,CaptainRichgott
46,KerubimSama
47,Xanaado
48,patozvt
49,soon barrage
50,Bruva22
51,DingoWinGo111
52,Benavides6
53,Mastercheesecake
54,OrtosMega
55,TR Only Jungler
56,ivx0
57,Katchan76
58,RevyTwo
59,KingMontegro
60,Blango
61,A3KH
62,IAmLikeMe
63,dandan9777
64,HowToBeABronze
65,pablogarcia12
66,AsCE Fire Fist
67,acactuses
68,Beelzeb0ss
69,theblackracoons
70,Rayndyr
71,IKeep You Bronze
72,cinaror
73,rtbf233015377
74,EFS Frodo
75,Zeverex
76,teemoplanter
77,naruto5757
78,GÖD OF VAYNE
79,Majlene
80,kalogamersc
81,mr15007s
82,USsuspectS
83,Cøupe
84,AïeTomSUPP
85,MrChaoticBalance
86,DavidAgar
87,Âchillêss
88,bootyhunter210
89,Tamo vs Tanos
90,SionsWaraxe
91,NiGhTFirE 17K
92,Apy04
93,Pablurp
94,Fistful of pesos
95,Jawitp
96,crocorp
97,KatTrick on fire
98,MichouBrasil
99,  reigeon
100,GandolfWors
101,TheBarrelChain
102,M16Carbine
103,pissu
104,Izratonnik
105,BulletinDesk
106,diegoisabeast
107,1two3for
108,giochi gioco
109,CrisGuerrero11
110,PdataP
111,matejk
112,MusicSchool
113,ArenaCloser
114,yasuoMain2005 TR
115,AndersD13
116,Lind The King
117,6BecauseOFYou
118,MrBoneB
119,AshOcto
120,A Trash Riven
121,BLACK EQUINOX
122,killlerjoy
123,Jackkkk
124,Kninox
125,troisse
126,ccanterod68
127,sify42
128,FS211
129,ÂKKURT
130,lucas2a0712
131,SkyCookie1337
132,Satelyne
133,Vaniola
134,NBDYYYYY
135,Peet3354
136,Haazepq
137,BreitesKreuz412
138,Fentyrob
139,DjOdJiNiO
140,BadMonaLisa
141,YoPila
142,Joshk0
143,xMaFoga
144,EagleDanDy
145,MrHammerC0CK
146,aloulou7
147,Biurtax
148,redroiz
149,Vincyy12
150,Coudrayux
151,Faanteey
152,Justthetree
153,laulau2412
154,Shiniichii
155,Mystimk2
156,IÅI
157,OnlyNOP
158,Moist Buthole
159,Ninja Spirit
160,danael337
161,Almace3
162,Deadly Sting X
163,znidi8
164,SoulStyleV2K3
165,Vlabora
166,Your Nightmaree
167,Fang 117
168,Lesqual42
169,EDSIOT
170,erozoey
171,My5t1c
172,Blue6156
173,Noprèx
174,MuShaShi1
175,Rubilax01
176,lolflyvio
177,ItzAyouda
178,Kenneth Brain
179,Infamous Ratto
180,Mr Em0
181,yessinecapo
182,youssefsoldier
183,xXamineXxx
184,JudasvN
185,lsae
186,Lord Widoom
187,mynameisthi
188,I am a Cat
189,xxsaxofonxx
190,lecas
191,S10 NOT SO FUN
192,Fungusstack
193,torres96
194,UndefeatedMN99
195,Scarmax285
196,K423Kv2
197,xXPoWeRxGoDXx
198,PlastBurken1337
199,CaraDelecomi
200, Ænør
201,Random noob998
202,GREENICE007
203,CptCroustibat
204,HΩRIZΩN
0,duktrill
1,jetz komme ich
2,sandrius922002
3,DR procktor
4,DerEanix ZZ
5,Escobarfd1
6,mamomo96
7,KilleR05CoLa02
8,gohanss5
9,superob2017
10,adem2201
11,GioMi004
12,Boruto187
13,bib02
14,ignite547
15,fahed at
16,getaiya
17,ArturMv
18,TITIN CAL
19,ATSAA
20,reprotj
21,ForEver0
22,HamzaMaster94
23,Epicasky
24,cazooooo
25,xBaylee
26,Rocko933
27,HandlexY
28,Lominco
29,Ishikawa94
30,NevOxRicArd
31,BayremJ1
32,bou3at
33,zayed9449
34,Calippo Eis
35,Duyr
36,EcthelionWoW
37,warwick me 
38,SSG fedi twitche
39,MagicStarlights
40,Skt T1 Ngom
41,Bertogil98
42,LUiSiTOi
43,AlexANC
44,KiperIsLive
45,marekjeboss
46,shmasher3000
47,Jarlethur
48,KapoioKalokairi
49,bloodHunter99
50,HugZxD
51,D3adPool Shen
52,Axeredo
53,Itshyramaru
54,I love weizen
55,SweetChristmas
56,Debonobo
57,xOuEx
58,SUAYOX
59,nour100
60,ViciousBreed187
61,DarkDesert47
62,WeedInSky
63,SuperGoliat1
64,chakibKING
65,donthillhere
66,geremyboy
67,Invincible011
68,VeNoM2k17
69,SawNone
70,Warlord1000
71,valentinooot
72,aquiladergreifer
73,Ralph VVigum
74,GamerKitty97
75,HerugrIIm
76,daizi daizi
77,ZyKPT
78,Renactus
79,MajorEd33
80,SophieAmber
81,thedarkawaitsyou
82,shetooseltop
83,ZaZou98
84,Mo Twentyone
85,ENGETSU1
86,Kabalou
87,Kronos300
88,ShinyR1der
89,THE GENDARME
90,Irnaec
91,Sudeilor
92,hehe T1 xd
93,Craftoncu
94,TriHard Enabled
95,Darksoul57
96,laaklaty
97,VATAPANYT9
98,RICOTUTO 95
99,CHiGAGO17
100,OuahLup
101,QenIX18
102,6Gaara9
103,zedmouti3
104,pheyinx
105,Notorious91
106,GúthwIInë
107,hossein77
108,chrispro1231
109,JhayHustlz
110,psycholone
111,DarkStarQuinZ
112,Tri Tra Trololol
113,CyssouZei
114,GADITANAE
115,Renektôn
116,venra78
117,hayderbig boss
118,bernatsolat
119,LetsFranzl
120,aphirgame
121,Pablitoroda
122,LegendOfTheMert
123,hellibrine
124,MarcoYTlino
125,Biaggghio
126,ILYASox
127,mcmastablasta
128,TBL00
129,Raynorr55ad
130,folle111
131,Blackdragon950
132,JoelMag8
133,MalvoJr
134,amineTn1999
135,Sergejfaehrlih
136,OmegaMusic
137,westnasri10
138,PRINCROCKY
139,ZoRo491
140,Dabbee
141,SpyCaze
142,Darol10
143,DaGreen48
144,adsu203
145,P A V A L
146,F V C K L E A F
147,NietBJD
148,PtGamer2004
149,fish1963
150,ThomasGNX
151,RAKACHA13
152,NastyCakeTV
153,MagmaticWizardMA
154,Woojinki
155,HKPOLLOYNOOB
156,ilian600
157,srtalularg
158,The maker 333
159,ramene66
160,Commando no1
161,La keh à mojito 
162,GmHunters
163,babibeloume
164,elpop144
165,Relleno de Miga
166,uriimiinii
167,Psihoz
168,Miss4U
169,ZaKaRiYoS
170,Cabuguas
171,PELUU7
172,pabloanson
173,Me7ni
174,clochette971
175,anisd2005
176,Saradipsa
177,Jere21KL
178,cCking of kingsC
179,azizx1001
180,BoggleWogglez
181,GADDAM
182,SAIEN07
183,Tetraluna1
184,niñitobunker
185,Ahmed EL Basha2
186,smail diani
187,chica tn
188,projutoan
189,Pasta 1a Vista
190,zesa0014
191,Voyou92I
192,Ninkasii
193,Cara38
194,Eliaslol11
195,royal14521
196,RexFuri
197,Hardcoriste09
198,Nightgamer77
199,FValenLT7
200,WalkigButter man
201,Ocavana
202,kevincorless
203,KataSuckGaren
204,xEmilykex
0,K1nG RagePot
1,xx BIOPHILIA xx
2,gladiatour
3,TDZER0
4,hfboruto
5,babi25
6,C9 Tigermis
7,mnteemod
8,HellHound21
9,theDRAKE11
10,Farenheit11
11,kiwi Ancestral
12,GBPurple
13,Mattia1101
14,DikWaggler
15,ADC Bedros
16,trinitykiller324
17,TimThe1v1Master
18,Ch1gui
19,teemo95874856
20,AlwaysFool
21,ZAMAN59
22,powerRangers5
23,GoDFaThER 0307
24,JamesM3798
25,Nimmeo
26,dShingr
27,Rubiuhofiçial
28,Soralz
29,KingTimig974
30,Exoja
31,itsrakibs
32,YASUO RPO
33,Soleill
34,littleRockDBoL
35,r3Venant24
36,LumyeRR
37,Uncle Dendo
38,Sonnenhorus
39,Powercomplete
40,IITetsuII
41,DA HMAD
42,JavierDeAstora
43,nigelis94
44,rlZombie
45,SpencerUK
46,immortel68
47,Eugenarzt
48,XAVIONA
49,VelvetLace
50,paolinski
51,PazzoMattoxD
52,0cayn
53,1all im noob
54,PaulstarGt
55,DR3XE
56,fastume
57,The Spr
58,batmancharls
59,Barbecue00
60,gamerax3
61,NA CesarTustro
62,gameridir45
63,nobanez
64,anisbestplayer
65,ed ramsay
66,AktiveTablette
67,LikeAn
68,Z0R012
69,majkutes5432
70,danifg2019
71,VillTheKill
72,KanguruinBlack
73,K0ngKnug0
74,MeGaminG7050
75,n4nosaur
76,max187erz
77,PunkyLine
78,Gim
79,SALTYBEAR12
80,cabezaniple
81,Matrlx12
82,KC98
83,iheb torino 
84,Ricter22
85,GhosTFlamer
86,KlushaStahl
87,Chouaib12
88,ASUSGON
89,duriruriru
90,Maharaaja
91,N1kachu
92,MladenBoss
93,Almedina
94,kosch412
95,Batata2017
96,melecotte
97,jose1111a
